age,sex,race,marital_status,relationship,functional_weight,education,workclass,occupation,capital_gain,capital_loss,hours_per_week,country_name,target
39, Male, White, Married-civ-spouse, Husband,327164, Masters, Local-gov, Exec-managerial,0,0,45, United-States,0
65, Male, White, Married-civ-spouse, Husband,90377, Assoc-voc, Private, Farming-fishing,6767,0,60, United-States,0
25, Female, White, Never-married, Other-relative,188507, 7th-8th, Private, Machine-op-inspct,0,0,40, Dominican-Republic,0
56, Male, White, Divorced, Not-in-family,271795, 11th, Private, Craft-repair,0,0,49, United-States,0
35, Male, White, Married-civ-spouse, Husband,376455, Some-college, Private, Exec-managerial,15024,0,60, United-States,1
33, Male, White, Never-married, Not-in-family,129707, Some-college, Federal-gov, Exec-managerial,0,0,50, United-States,0
28, Female, Asian-Pac-Islander, Married-civ-spouse, Other-relative,162551, 7th-8th, Private, Machine-op-inspct,0,0,48, China,0
45, Male, White, Married-civ-spouse, Husband,47314, Some-college, Private, Craft-repair,0,1902,40, ?,1
51, Male, White, Married-civ-spouse, Husband,99064, Assoc-voc, Private, Craft-repair,5013,0,40, United-States,0
60, Female, Black, Widowed, Not-in-family,190682, Assoc-voc, State-gov, Other-service,0,0,37, United-States,0
51, Female, Black, Divorced, Unmarried,43909, HS-grad, ?, ?,0,0,40, United-States,0
32, Male, White, Never-married, Other-relative,158002, Some-college, Private, Machine-op-inspct,0,0,55, Ecuador,0
51, Male, Black, Divorced, Not-in-family,147015, Some-college, ?, ?,0,0,50, United-States,0
41, Male, White, Divorced, Not-in-family,116493, HS-grad, Private, Craft-repair,13550,0,44, United-States,1
56, Female, White, Separated, Not-in-family,28729, 11th, Private, Machine-op-inspct,0,0,40, United-States,0
32, Male, White, Married-civ-spouse, Husband,124052, HS-grad, Self-emp-inc, Sales,0,0,50, United-States,0
43, Male, White, Married-civ-spouse, Husband,50646, HS-grad, Private, Craft-repair,0,0,70, United-States,0
49, Male, White, Married-civ-spouse, Husband,329144, Some-college, Local-gov, Protective-serv,0,0,44, United-States,1
28, Male, White, Never-married, Not-in-family,203710, Bachelors, Private, Machine-op-inspct,0,0,40, United-States,0
33, Female, Asian-Pac-Islander, Never-married, Own-child,88913, Some-college, Federal-gov, Adm-clerical,0,0,40, United-States,0
30, Female, White, Married-civ-spouse, Wife,29522, Some-college, Private, Sales,0,0,40, United-States,0
23, Male, Black, Never-married, Not-in-family,343553, 11th, ?, ?,0,0,40, United-States,0
19, Male, White, Never-married, Own-child,255161, HS-grad, Private, Sales,0,0,25, United-States,0
21, Male, White, Never-married, Own-child,88926, Some-college, Private, Prof-specialty,0,0,10, United-States,0
40, Female, White, Divorced, Unmarried,105862, Bachelors, Local-gov, Prof-specialty,5455,0,40, United-States,0
42, Male, Black, Separated, Unmarried,212737, 9th, Private, Craft-repair,0,0,40, United-States,0
36, Male, White, Married-civ-spouse, Husband,112271, HS-grad, Private, Transport-moving,0,0,40, United-States,0
82, Male, White, Married-civ-spouse, Husband,130329, 7th-8th, Self-emp-inc, Farming-fishing,0,0,50, United-States,0
43, Female, White, Divorced, Not-in-family,260696, Masters, Self-emp-not-inc, Prof-specialty,0,0,20, United-States,0
39, Male, White, Divorced, Not-in-family,114544, Bachelors, Private, Exec-managerial,0,0,45, United-States,1
45, Male, White, Married-civ-spouse, Husband,285060, Bachelors, Private, Exec-managerial,0,0,50, United-States,1
38, Male, White, Married-civ-spouse, Husband,129102, HS-grad, Private, Exec-managerial,0,0,50, United-States,0
29, Male, Black, Married-civ-spouse, Husband,203797, Some-college, Private, Exec-managerial,0,0,40, United-States,0
20, Male, White, Never-married, Own-child,337639, Some-college, Private, Sales,0,0,40, United-States,0
44, Female, White, Divorced, Own-child,112797, 9th, Private, Other-service,0,0,50, United-States,0
27, Male, White, Never-married, Not-in-family,114967, Bachelors, Private, Tech-support,0,0,40, United-States,0
42, Male, White, Married-civ-spouse, Husband,33795, HS-grad, Self-emp-not-inc, Craft-repair,0,0,45, United-States,0
32, Male, White, Married-civ-spouse, Husband,29933, HS-grad, Private, Machine-op-inspct,5178,0,40, United-States,1
42, Female, White, Never-married, Not-in-family,142424, Assoc-voc, Private, Adm-clerical,0,0,40, United-States,0
23, Male, White, Married-civ-spouse, Husband,528616, 5th-6th, Private, Other-service,0,0,40, Mexico,0
46, Female, Black, Divorced, Not-in-family,125492, Bachelors, Private, Prof-specialty,0,0,40, United-States,0
20, Male, White, Never-married, Not-in-family,219262, 11th, Private, Craft-repair,0,0,60, United-States,0
36, Male, White, Divorced, Not-in-family,343476, HS-grad, Private, Craft-repair,0,0,30, United-States,0
56, Female, White, Widowed, Unmarried,87584, HS-grad, Private, Other-service,0,0,40, United-States,0
48, Female, Asian-Pac-Islander, Divorced, Unmarried,118831, HS-grad, Private, Handlers-cleaners,0,0,40, South,0
81, Male, White, Married-civ-spouse, Husband,89015, HS-grad, ?, ?,0,0,18, United-States,0
37, Male, White, Married-civ-spouse, Husband,112497, Masters, Private, Exec-managerial,0,0,40, United-States,1
18, Male, White, Never-married, Own-child,219841, 11th, Private, Handlers-cleaners,0,0,12, United-States,0
31, Female, White, Divorced, Own-child,69056, HS-grad, Private, Other-service,0,0,15, United-States,0
33, Female, White, Married-civ-spouse, Wife,267404, HS-grad, Private, Craft-repair,0,0,40, United-States,0
27, Female, White, Never-married, Not-in-family,188189, Some-college, Private, Tech-support,0,0,30, United-States,0
48, Male, White, Married-civ-spouse, Husband,164964, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
38, Female, White, Married-civ-spouse, Wife,187983, Prof-school, Private, Sales,0,0,40, United-States,0
55, Male, White, Married-civ-spouse, Husband,199067, Bachelors, Private, Exec-managerial,15024,0,42, United-States,1
33, Female, Black, Divorced, Unmarried,63079, HS-grad, Private, Adm-clerical,0,0,40, United-States,0
26, Male, White, Never-married, Not-in-family,248612, Bachelors, Private, Exec-managerial,0,0,70, United-States,1
36, Male, White, Married-civ-spouse, Husband,61299, Some-college, Local-gov, Craft-repair,0,0,40, United-States,0
26, Male, White, Married-civ-spouse, Husband,205428, Some-college, Private, Sales,0,0,45, United-States,0
39, Male, White, Never-married, Not-in-family,129573, Bachelors, Federal-gov, Adm-clerical,0,1741,40, United-States,0
55, Female, White, Divorced, Not-in-family,283635, Prof-school, Self-emp-not-inc, Prof-specialty,0,0,35, United-States,0
24, Male, White, Never-married, Own-child,119156, HS-grad, Private, Handlers-cleaners,0,0,40, United-States,0
55, Female, White, Widowed, Not-in-family,158641, HS-grad, Private, Adm-clerical,0,0,40, United-States,0
41, Male, White, Separated, Own-child,248406, HS-grad, Local-gov, Transport-moving,0,0,40, United-States,0
45, Male, Black, Separated, Own-child,144354, 9th, ?, ?,0,0,40, United-States,0
73, Male, White, Married-civ-spouse, Husband,247355, HS-grad, Private, Transport-moving,0,0,16, Canada,0
49, Male, White, Married-civ-spouse, Husband,115613, 9th, Private, Other-service,0,0,40, United-States,0
24, Male, White, Separated, Own-child,277700, Some-college, Self-emp-not-inc, Handlers-cleaners,0,0,45, United-States,0
35, Male, White, Married-civ-spouse, Husband,166416, Bachelors, Private, Exec-managerial,0,0,50, United-States,1
50, Male, White, Married-civ-spouse, Husband,102615, HS-grad, Private, Exec-managerial,0,1902,40, United-States,1
48, Male, White, Married-civ-spouse, Husband,249935, HS-grad, Private, Transport-moving,0,0,44, United-States,0
19, Female, White, Never-married, Not-in-family,189574, HS-grad, Private, Other-service,0,0,30, United-States,0
67, Male, White, Married-civ-spouse, Husband,129188, Doctorate, ?, ?,20051,0,5, United-States,1
23, Male, White, Never-married, Not-in-family,146399, Bachelors, ?, ?,0,0,55, United-States,0
26, Male, White, Married-civ-spouse, Husband,143068, Some-college, Private, Exec-managerial,2407,0,50, United-States,0
63, Male, White, Married-civ-spouse, Husband,167967, Masters, Private, Handlers-cleaners,0,0,46, United-States,0
42, Female, White, Never-married, Not-in-family,174112, Masters, Private, Prof-specialty,0,0,40, United-States,0
43, Male, White, Married-civ-spouse, Husband,152958, HS-grad, Self-emp-not-inc, Exec-managerial,0,0,35, United-States,1
31, Female, White, Never-married, Not-in-family,236487, Bachelors, Local-gov, Prof-specialty,0,0,40, Germany,0
56, Male, White, Married-civ-spouse, Husband,225267, HS-grad, Private, Prof-specialty,0,0,40, United-States,0
18, Male, White, Never-married, Own-child,301948, HS-grad, Private, Protective-serv,34095,0,3, United-States,0
32, Male, White, Married-civ-spouse, Husband,180284, 10th, Private, Craft-repair,0,0,40, United-States,1
53, Male, Black, Married-civ-spouse, Husband,608184, HS-grad, Local-gov, Transport-moving,0,0,40, United-States,1
45, Male, White, Married-civ-spouse, Husband,202496, Bachelors, Private, Handlers-cleaners,0,0,37, United-States,0
23, Male, Asian-Pac-Islander, Never-married, Own-child,106957, 11th, Private, Craft-repair,14344,0,40, Vietnam,1
58, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,81973, Some-college, Federal-gov, Tech-support,0,1485,40, United-States,1
55, Male, White, Married-civ-spouse, Husband,124808, Assoc-voc, Private, Prof-specialty,0,1977,50, Germany,1
32, Male, White, Never-married, Own-child,119124, Bachelors, Private, Prof-specialty,0,0,40, United-States,0
63, Male, White, Married-civ-spouse, Husband,383058, Bachelors, Private, Sales,0,1848,40, United-States,1
30, Female, White, Divorced, Own-child,378723, Some-college, Private, Adm-clerical,0,0,55, United-States,0
21, Male, White, Never-married, Own-child,249727, HS-grad, Private, Other-service,0,0,22, United-States,0
32, Female, White, Divorced, Not-in-family,48014, Some-college, Self-emp-not-inc, Other-service,0,0,35, United-States,0
61, Male, White, Married-civ-spouse, Husband,208919, Masters, Private, Sales,0,0,60, United-States,1
30, Male, White, Never-married, Not-in-family,224377, HS-grad, Private, Craft-repair,0,0,40, United-States,0
39, Male, White, Married-civ-spouse, Husband,167482, HS-grad, Private, Other-service,0,0,60, United-States,1
21, Male, White, Never-married, Not-in-family,107895, Some-college, Private, Adm-clerical,0,0,35, United-States,0
47, Female, White, Divorced, Unmarried,229394, 11th, Self-emp-not-inc, Exec-managerial,0,0,55, United-States,0
58, Female, White, Divorced, Not-in-family,259216, 9th, Local-gov, Other-service,0,0,40, United-States,0
54, Male, White, Married-civ-spouse, Husband,204325, Some-college, Local-gov, Protective-serv,0,0,52, United-States,0
23, Male, White, Never-married, Not-in-family,204653, HS-grad, Private, Handlers-cleaners,0,0,72, Dominican-Republic,0
49, Male, White, Divorced, Unmarried,26502, Bachelors, Self-emp-inc, Prof-specialty,6497,0,45, United-States,0
45, Male, White, Married-civ-spouse, Husband,120131, HS-grad, Self-emp-inc, Craft-repair,0,0,50, United-States,1
36, Male, White, Married-civ-spouse, Husband,28996, HS-grad, Local-gov, Transport-moving,0,0,40, United-States,0
37, Female, White, Never-married, Own-child,194630, Masters, Federal-gov, Exec-managerial,0,0,40, United-States,0
29, Male, White, Married-civ-spouse, Husband,217200, HS-grad, Private, Craft-repair,0,0,40, United-States,0
51, Female, White, Divorced, Not-in-family,215647, HS-grad, Private, Prof-specialty,0,0,43, United-States,0
71, Male, White, Married-civ-spouse, Husband,66624, Bachelors, Self-emp-inc, Exec-managerial,0,2392,60, United-States,1
61, Male, Black, Divorced, Not-in-family,149620, Some-college, Private, Other-service,0,0,40, United-States,0
35, Male, White, Married-civ-spouse, Husband,133935, Bachelors, Federal-gov, Craft-repair,0,0,40, United-States,1
24, Male, White, Never-married, Not-in-family,237386, Some-college, Private, Exec-managerial,0,0,42, United-States,0
36, Male, White, Divorced, Not-in-family,102945, Assoc-voc, Private, Craft-repair,0,0,40, United-States,0
38, Female, White, Never-married, Unmarried,273640, HS-grad, Private, Other-service,0,0,40, United-States,0
34, Male, Black, Married-civ-spouse, Husband,278378, HS-grad, State-gov, Transport-moving,0,0,40, United-States,0
43, Female, White, Married-civ-spouse, Wife,124436, Some-college, Private, Prof-specialty,0,0,40, United-States,1
35, Male, Black, Married-civ-spouse, Husband,152734, Some-college, Private, Protective-serv,0,0,40, ?,0
43, Male, White, Divorced, Not-in-family,33521, Bachelors, Self-emp-not-inc, Prof-specialty,0,0,70, United-States,1
29, Male, White, Married-civ-spouse, Husband,367329, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
26, Male, White, Never-married, Not-in-family,34402, Bachelors, Private, Adm-clerical,0,0,45, United-States,0
84, Male, White, Widowed, Not-in-family,368925, 5th-6th, ?, ?,0,0,15, United-States,0
45, Male, White, Married-civ-spouse, Husband,127678, Assoc-voc, Local-gov, Protective-serv,0,0,60, United-States,1
27, Male, White, Married-civ-spouse, Husband,185647, HS-grad, Private, Machine-op-inspct,0,0,50, United-States,1
20, Male, White, Never-married, Own-child,333505, HS-grad, Private, Adm-clerical,0,0,30, Nicaragua,0
32, Male, White, Divorced, Own-child,188246, HS-grad, Private, Craft-repair,0,0,40, United-States,0
29, Female, White, Never-married, Own-child,337693, 5th-6th, Private, Other-service,0,0,40, El-Salvador,0
47, Male, White, Married-civ-spouse, Husband,216999, HS-grad, Private, Sales,0,0,45, United-States,0
51, Male, White, Married-civ-spouse, Husband,135102, HS-grad, Self-emp-not-inc, Transport-moving,0,0,65, United-States,0
30, Female, White, Never-married, Not-in-family,186420, Bachelors, ?, ?,0,0,40, United-States,0
36, Male, White, Married-civ-spouse, Husband,41017, Some-college, Private, Exec-managerial,0,0,52, United-States,1
41, Female, White, Never-married, Unmarried,102085, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
43, Male, White, Married-civ-spouse, Husband,185832, Some-college, Private, Machine-op-inspct,0,0,48, United-States,1
43, Female, White, Divorced, Unmarried,96421, Bachelors, Private, Prof-specialty,0,0,24, Outlying-US(Guam-USVI-etc),0
41, Female, White, Divorced, Other-relative,200652, 9th, Private, Other-service,0,0,35, United-States,0
30, Female, White, Never-married, Unmarried,236993, Some-college, Private, Adm-clerical,0,0,30, United-States,0
21, Female, White, Never-married, Not-in-family,309348, Some-college, Local-gov, Adm-clerical,594,0,4, United-States,0
28, Male, White, Married-civ-spouse, Not-in-family,107236, 12th, Self-emp-not-inc, Craft-repair,0,0,40, United-States,0
51, Male, White, Never-married, Not-in-family,174824, HS-grad, Self-emp-not-inc, Farming-fishing,8614,0,40, United-States,1
29, Female, White, Never-married, Own-child,140830, HS-grad, Private, Other-service,0,0,40, United-States,0
38, Male, White, Married-civ-spouse, Husband,107909, Bachelors, Self-emp-inc, Sales,0,0,40, United-States,1
23, Female, White, Never-married, Not-in-family,50341, Masters, Private, Sales,0,0,20, United-States,0
42, Male, White, Married-civ-spouse, Husband,188693, Some-college, Private, Craft-repair,0,0,40, United-States,0
53, Male, White, Married-civ-spouse, Husband,162381, 1st-4th, Private, Transport-moving,0,0,50, United-States,0
52, Male, White, Married-civ-spouse, Husband,124793, 12th, Local-gov, Craft-repair,0,0,40, United-States,0
40, Male, White, Married-civ-spouse, Husband,89413, HS-grad, Self-emp-not-inc, Craft-repair,0,1672,40, United-States,0
52, Male, White, Married-civ-spouse, Husband,138611, HS-grad, Self-emp-not-inc, Sales,7688,0,55, United-States,1
22, Male, White, Married-spouse-absent, Not-in-family,347867, HS-grad, Private, Sales,0,1719,40, United-States,0
28, Male, White, Married-civ-spouse, Husband,181659, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
34, Female, White, Divorced, Unmarried,258170, HS-grad, Private, Exec-managerial,0,0,38, United-States,0
37, Female, White, Divorced, Unmarried,270278, HS-grad, State-gov, Adm-clerical,0,0,12, Puerto-Rico,0
37, Male, White, Married-civ-spouse, Husband,160402, Bachelors, State-gov, Prof-specialty,0,0,55, United-States,1
20, Male, White, Never-married, Own-child,190273, 12th, Private, Other-service,0,0,35, United-States,0
32, Male, White, Never-married, Own-child,183356, HS-grad, Private, Craft-repair,0,0,40, United-States,0
68, Male, White, Married-civ-spouse, Husband,195868, Bachelors, Private, Sales,20051,0,40, United-States,1
41, Female, White, Married-civ-spouse, Wife,237452, Bachelors, Private, Prof-specialty,0,0,15, Cuba,1
33, Male, White, Never-married, Own-child,232475, Some-college, Private, Sales,0,0,45, United-States,0
41, Female, White, Divorced, Not-in-family,282964, Some-college, Private, Adm-clerical,0,0,40, United-States,0
25, Female, Amer-Indian-Eskimo, Never-married, Not-in-family,267044, Some-college, Private, Adm-clerical,0,0,20, United-States,0
45, Male, White, Married-civ-spouse, Husband,364563, HS-grad, Local-gov, Transport-moving,0,0,40, United-States,1
23, Female, White, Never-married, Own-child,210443, Bachelors, Private, Prof-specialty,0,0,40, United-States,0
33, Female, Black, Divorced, Unmarried,428271, HS-grad, Federal-gov, Adm-clerical,0,0,35, United-States,0
28, Female, White, Never-married, Not-in-family,107411, Bachelors, Private, Prof-specialty,0,0,35, United-States,0
35, Female, White, Separated, Not-in-family,187053, Bachelors, Self-emp-inc, Prof-specialty,0,0,50, United-States,0
55, Male, White, Married-civ-spouse, Husband,289257, Some-college, Private, Craft-repair,0,0,40, United-States,0
33, Male, White, Married-civ-spouse, Husband,208405, Masters, Private, Prof-specialty,0,0,50, United-States,1
37, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,245482, HS-grad, Private, Transport-moving,0,0,40, ?,0
31, Female, White, Widowed, Unmarried,213771, HS-grad, ?, ?,0,0,36, United-States,0
53, Male, White, Never-married, Not-in-family,215572, HS-grad, Private, Craft-repair,0,0,40, United-States,0
45, Female, White, Widowed, Not-in-family,162410, Some-college, Federal-gov, Tech-support,0,0,45, United-States,1
39, Male, White, Married-civ-spouse, Husband,128392, HS-grad, Private, Machine-op-inspct,0,1887,40, United-States,1
43, Male, White, Divorced, Unmarried,160369, 10th, Self-emp-not-inc, Farming-fishing,0,0,25, United-States,0
56, Male, White, Married-civ-spouse, Husband,68658, Some-college, State-gov, Exec-managerial,0,0,40, United-States,1
19, Male, White, Never-married, Own-child,183589, Some-college, Private, Transport-moving,0,0,25, United-States,0
32, Male, White, Married-civ-spouse, Husband,226267, Some-college, Private, Adm-clerical,0,0,40, Mexico,0
34, Male, White, Married-civ-spouse, Husband,149507, HS-grad, Private, Craft-repair,0,0,55, United-States,1
53, Male, White, Married-civ-spouse, Husband,135840, Bachelors, Private, Prof-specialty,0,0,55, United-States,1
47, Male, White, Married-civ-spouse, Husband,249585, Some-college, Self-emp-not-inc, Craft-repair,0,0,30, United-States,0
61, Male, Black, Married-civ-spouse, Husband,107438, 7th-8th, Private, Transport-moving,0,1651,40, United-States,0
44, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,68729, Bachelors, Federal-gov, Exec-managerial,0,0,40, United-States,1
20, Female, White, Never-married, Own-child,215232, Some-college, Private, Exec-managerial,0,0,10, United-States,0
38, Male, White, Married-civ-spouse, Husband,344480, HS-grad, Self-emp-not-inc, Craft-repair,4064,0,40, United-States,0
36, Female, White, Married-civ-spouse, Wife,201519, Bachelors, Private, Exec-managerial,0,0,40, United-States,1
51, Male, White, Married-civ-spouse, Husband,194097, HS-grad, Private, Protective-serv,0,0,40, United-States,0
55, Male, White, Married-civ-spouse, Husband,176904, 10th, Private, Transport-moving,0,0,50, United-States,0
50, Male, White, Divorced, Not-in-family,176609, Some-college, Private, Other-service,0,0,45, United-States,0
42, Female, White, Divorced, Own-child,102085, HS-grad, Private, Other-service,0,0,15, United-States,0
32, Male, White, Married-civ-spouse, Husband,45796, Some-college, Private, Farming-fishing,0,0,60, United-States,0
39, Male, White, Divorced, Own-child,106297, HS-grad, Local-gov, Adm-clerical,0,0,42, United-States,0
21, Male, White, Never-married, Own-child,142766, Some-college, State-gov, Other-service,0,0,10, United-States,0
25, Male, White, Never-married, Other-relative,51498, 12th, Private, Other-service,0,0,40, United-States,0
35, Male, White, Married-civ-spouse, Husband,190895, Some-college, Private, Prof-specialty,0,0,60, United-States,0
29, Male, White, Married-civ-spouse, Husband,188278, Some-college, Local-gov, Prof-specialty,0,0,40, United-States,0
70, Female, White, Widowed, Unmarried,170428, Bachelors, Private, Prof-specialty,0,0,20, Puerto-Rico,0
48, Male, White, Married-civ-spouse, Husband,123075, Doctorate, Private, Prof-specialty,0,0,45, United-States,1
24, Female, Asian-Pac-Islander, Married-spouse-absent, Not-in-family,123160, Masters, State-gov, Prof-specialty,0,0,10, China,0
48, Female, White, Divorced, Not-in-family,265083, 10th, Private, Sales,0,0,38, United-States,0
18, Female, White, Never-married, Own-child,243313, HS-grad, Private, Sales,0,0,40, United-States,0
44, Female, Asian-Pac-Islander, Never-married, Not-in-family,81853, HS-grad, Private, Sales,0,0,40, United-States,0
45, Male, White, Widowed, Unmarried,277434, Assoc-acdm, Private, Tech-support,0,0,40, United-States,1
24, Female, White, Divorced, Not-in-family,174461, Assoc-acdm, Private, Other-service,0,0,22, United-States,0
47, Male, White, Married-civ-spouse, Husband,138342, 11th, Local-gov, Transport-moving,3411,0,40, El-Salvador,0
45, Male, White, Married-civ-spouse, Husband,304973, HS-grad, Local-gov, Protective-serv,0,0,78, United-States,1
22, Male, Black, Never-married, Own-child,236330, Some-college, ?, ?,0,1721,20, United-States,0
46, Female, White, Married-civ-spouse, Wife,324561, Masters, Local-gov, Prof-specialty,0,0,45, United-States,1
34, Male, Black, Married-civ-spouse, Husband,318886, HS-grad, Private, Farming-fishing,0,0,40, United-States,0
38, Female, Black, Divorced, Unmarried,139180, Bachelors, Private, Prof-specialty,15020,0,45, United-States,1
47, Female, White, Married-civ-spouse, Wife,51835, Prof-school, Private, Prof-specialty,0,1902,60, Honduras,1
23, Female, White, Never-married, Not-in-family,103632, HS-grad, Private, Adm-clerical,0,0,40, United-States,0
30, Female, White, Separated, Not-in-family,156718, Some-college, Private, Adm-clerical,0,0,40, United-States,0
19, Male, White, Never-married, Not-in-family,63918, Some-college, Private, Adm-clerical,0,0,40, United-States,0
28, Male, White, Married-civ-spouse, Husband,132686, Bachelors, Private, Exec-managerial,0,0,55, United-States,0
50, Female, White, Divorced, Not-in-family,271160, Some-college, Private, Sales,0,0,40, United-States,0
40, Male, Black, Separated, Not-in-family,225978, Some-college, Private, Exec-managerial,0,0,40, United-States,0
33, Female, Black, Never-married, Unmarried,73296, HS-grad, State-gov, Other-service,1831,0,40, United-States,0
54, Female, White, Separated, Other-relative,185042, 1st-4th, Private, Priv-house-serv,0,0,40, Mexico,0
76, Female, White, Widowed, Unmarried,84755, Some-college, ?, ?,0,0,40, United-States,0
37, Male, White, Married-civ-spouse, Husband,328466, Some-college, Self-emp-inc, Exec-managerial,0,0,50, United-States,1
35, Male, White, Never-married, Own-child,207568, 10th, Private, Other-service,0,0,40, United-States,0
23, Female, White, Never-married, Not-in-family,197207, Bachelors, Private, Prof-specialty,0,0,40, United-States,0
25, Female, White, Never-married, Unmarried,178960, 11th, ?, ?,0,0,40, United-States,0
46, Male, White, Married-civ-spouse, Husband,261059, Masters, Private, Prof-specialty,0,1977,50, United-States,1
27, Male, White, Never-married, Not-in-family,428030, Bachelors, Private, Craft-repair,0,0,50, United-States,0
24, Male, White, Married-civ-spouse, Husband,125905, HS-grad, Private, Craft-repair,0,0,40, United-States,0
44, Male, Black, Married-civ-spouse, Husband,286750, Some-college, Private, Transport-moving,0,0,40, United-States,0
51, Female, Black, Separated, Not-in-family,244572, HS-grad, Private, Other-service,0,0,37, United-States,0
28, Female, White, Never-married, Own-child,298696, Bachelors, Private, Adm-clerical,0,0,40, United-States,0
27, Female, White, Never-married, Own-child,191177, Some-college, Private, Adm-clerical,0,0,40, United-States,0
33, Male, White, Married-civ-spouse, Husband,254935, Some-college, Local-gov, Protective-serv,0,0,45, United-States,0
64, Male, White, Married-civ-spouse, Husband,64101, 12th, ?, ?,0,0,24, United-States,0
44, Male, White, Married-civ-spouse, Husband,163985, Prof-school, Self-emp-not-inc, Prof-specialty,0,0,32, United-States,1
17, Male, White, Never-married, Own-child,239947, 11th, Private, Adm-clerical,0,0,40, United-States,0
20, Female, Asian-Pac-Islander, Never-married, Unmarried,147171, Some-college, Private, Adm-clerical,0,0,40, Vietnam,0
22, Male, White, Never-married, Other-relative,202745, HS-grad, Private, Machine-op-inspct,0,0,55, United-States,0
27, Female, White, Divorced, Own-child,188519, HS-grad, Private, Sales,0,0,40, United-States,0
20, Male, White, Never-married, Not-in-family,104981, HS-grad, Private, Sales,0,0,40, United-States,0
39, Male, White, Separated, Not-in-family,192337, Bachelors, Private, Sales,0,0,50, United-States,0
22, Male, White, Never-married, Other-relative,239954, Some-college, Private, Adm-clerical,0,0,40, United-States,0
60, Male, White, Married-civ-spouse, Husband,193038, Some-college, Self-emp-not-inc, Farming-fishing,0,0,15, United-States,0
38, Male, White, Married-civ-spouse, Husband,208358, Assoc-voc, Private, Sales,0,0,40, United-States,0
41, Male, White, Married-civ-spouse, Husband,279914, Some-college, Private, Adm-clerical,0,0,45, United-States,1
64, Male, White, Married-civ-spouse, Husband,80333, HS-grad, Self-emp-inc, Exec-managerial,0,0,40, United-States,1
25, Male, Black, Never-married, Not-in-family,50053, HS-grad, Private, Other-service,0,0,40, Japan,0
25, Female, White, Never-married, Not-in-family,397317, Assoc-acdm, Private, Prof-specialty,0,0,40, United-States,0
50, Female, White, Never-married, Own-child,133963, Bachelors, Local-gov, Prof-specialty,0,0,40, United-States,1
32, Male, White, Married-civ-spouse, Husband,152109, HS-grad, Private, Craft-repair,0,0,48, United-States,0
27, Male, White, Never-married, Own-child,223529, Assoc-voc, Local-gov, Adm-clerical,0,0,43, United-States,0
38, Male, Black, Married-civ-spouse, Husband,257416, 9th, Private, Transport-moving,0,0,40, United-States,0
30, Female, Black, Never-married, Own-child,227886, HS-grad, Private, Exec-managerial,0,0,35, Jamaica,0
53, Male, Black, Married-civ-spouse, Husband,225768, Assoc-voc, Private, Craft-repair,0,0,40, United-States,1
59, Male, White, Married-civ-spouse, Husband,127728, Some-college, Private, Tech-support,0,0,40, United-States,1
18, Male, White, Never-married, Own-child,190325, 11th, Private, Craft-repair,0,0,30, United-States,0
42, Male, White, Married-civ-spouse, Husband,125155, HS-grad, Local-gov, Protective-serv,0,0,90, United-States,0
80, Female, White, Widowed, Not-in-family,249983, 7th-8th, Private, Other-service,0,0,24, United-States,0
34, Male, White, Married-civ-spouse, Husband,50178, Some-college, State-gov, Exec-managerial,0,0,38, United-States,0
42, Female, White, Divorced, Unmarried,118686, Some-college, Private, Prof-specialty,0,0,20, United-States,0
43, Female, Black, Never-married, Unmarried,174196, HS-grad, Private, Other-service,0,0,40, United-States,0
54, Male, White, Married-civ-spouse, Husband,103179, HS-grad, Self-emp-not-inc, Transport-moving,0,0,60, United-States,1
45, Female, White, Widowed, Unmarried,146497, Some-college, Private, Exec-managerial,0,0,55, United-States,0
41, Male, White, Married-civ-spouse, Husband,213416, 5th-6th, ?, ?,0,0,32, Mexico,0
66, Female, Black, Separated, Not-in-family,193132, 9th, Private, Other-service,0,0,30, United-States,0
35, Male, White, Married-civ-spouse, Husband,202027, Bachelors, Private, Handlers-cleaners,7298,0,35, United-States,1
63, Female, White, Widowed, Not-in-family,150389, Bachelors, ?, ?,0,0,40, United-States,1
26, Male, White, Never-married, Own-child,90277, HS-grad, Private, Adm-clerical,0,0,40, ?,0
43, Male, White, Never-married, Not-in-family,351576, Bachelors, Private, Sales,0,0,50, United-States,1
47, Male, White, Married-civ-spouse, Husband,170850, Bachelors, Private, Tech-support,0,0,48, United-States,0
47, Female, White, Married-civ-spouse, Wife,182752, HS-grad, Self-emp-not-inc, Adm-clerical,0,0,35, Iran,0
52, Female, Black, Never-married, Not-in-family,145081, 7th-8th, Private, Machine-op-inspct,0,0,40, United-States,0
37, Male, White, Married-civ-spouse, Husband,99374, 10th, Private, Transport-moving,0,0,55, United-States,0
44, Female, White, Divorced, Unmarried,336906, Some-college, Private, Adm-clerical,0,0,40, United-States,0
27, Male, White, Never-married, Own-child,332785, HS-grad, Local-gov, Protective-serv,0,0,38, United-States,0
