age,sex,race,marital_status,relationship_label,relationship,functional_weight,education,education_num,workclass,occupation,capital_gain,capital_loss,hours_per_week,native_country,country_name,target
44, Male, White, Married-civ-spouse,0, Husband,57233, Some-college,10, Private, Prof-specialty,0,0,45,39, United-States,0
43, Male, White, Married-civ-spouse,0, Husband,346321, Masters,14, Private, Prof-specialty,0,0,45,39, United-States,1
24, Male, White, Married-civ-spouse,0, Husband,359828, Bachelors,13, Private, Prof-specialty,0,0,44,39, United-States,1
20, Female, White, Never-married,3, Own-child,99891, Some-college,10, ?, ?,0,0,30,39, United-States,0
72, Female, White, Widowed,4, Unmarried,38360, HS-grad,9, Private, Other-service,0,0,16,39, United-States,0
35, Male, White, Married-civ-spouse,0, Husband,301614, HS-grad,9, Private, Other-service,0,0,60,39, United-States,0
46, Male, White, Married-civ-spouse,0, Husband,164749, Some-college,10, Private, Exec-managerial,0,0,40,39, United-States,1
25, Male, White, Married-civ-spouse,0, Husband,29599, Some-college,10, Private, Transport-moving,0,0,38,39, United-States,0
60, Male, White, Married-civ-spouse,0, Husband,245062, HS-grad,9, Private, Craft-repair,0,0,40,39, United-States,1
36, Male, White, Never-married,1, Not-in-family,160192, HS-grad,9, Private, Other-service,0,0,40,39, United-States,0
41, Male, White, Married-civ-spouse,0, Husband,51506, HS-grad,9, Private, Exec-managerial,0,0,40,39, United-States,0
26, Male, White, Married-civ-spouse,0, Husband,244495, HS-grad,9, Private, Craft-repair,0,0,48,39, United-States,0
19, Female, White, Never-married,3, Own-child,84747, HS-grad,9, Private, Sales,0,0,24,39, United-States,0
23, Female, Black, Never-married,3, Own-child,213115, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,0
62, Female, White, Divorced,4, Unmarried,197918, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,0
47, Female, White, Married-civ-spouse,5, Wife,331650, HS-grad,9, ?, ?,0,0,8,39, United-States,1
30, Male, White, Married-civ-spouse,0, Husband,36383, Bachelors,13, Private, Sales,0,0,40,26, Mexico,1
25, Male, White, Never-married,4, Unmarried,166415, HS-grad,9, Private, Transport-moving,0,0,52,39, United-States,0
58, Female, White, Widowed,1, Not-in-family,142158, HS-grad,9, ?, ?,0,0,12,39, United-States,0
22, Female, White, Never-married,1, Not-in-family,203240, 10th,6, Private, Adm-clerical,0,0,40,39, United-States,0
36, Male, White, Married-civ-spouse,0, Husband,35309, Bachelors,13, Private, Exec-managerial,0,0,40,39, United-States,0
64, Male, White, Married-civ-spouse,0, Husband,195366, Bachelors,13, Self-emp-inc, Prof-specialty,0,0,40,39, United-States,0
29, Female, White, Separated,4, Unmarried,119170, Some-college,10, Private, Tech-support,0,0,40,39, United-States,0
22, Male, White, Never-married,3, Own-child,201490, HS-grad,9, Private, Adm-clerical,0,0,20,39, United-States,0
39, Female, White, Married-civ-spouse,5, Wife,179731, Masters,14, Private, Exec-managerial,0,2415,65,39, United-States,1
24, Female, White, Never-married,1, Not-in-family,390608, HS-grad,9, ?, ?,0,0,36,39, United-States,0
40, Female, White, Married-civ-spouse,5, Wife,182217, Some-college,10, Private, Other-service,0,0,40,34, Scotland,0
20, Female, White, Never-married,1, Not-in-family,26842, Some-college,10, Private, Machine-op-inspct,2176,0,40,39, United-States,0
47, Male, Black, Married-civ-spouse,0, Husband,191957, HS-grad,9, Private, Sales,0,0,40,39, United-States,1
33, Male, White, Never-married,3, Own-child,112952, Some-college,10, Self-emp-not-inc, Craft-repair,0,0,48,39, United-States,0
42, Male, White, Divorced,1, Not-in-family,175935, HS-grad,9, Private, Transport-moving,0,1980,46,39, United-States,0
53, Male, Black, Married-civ-spouse,0, Husband,133219, HS-grad,9, Private, Other-service,4386,0,30,39, United-States,1
45, Male, White, Married-civ-spouse,0, Husband,167159, Bachelors,13, Local-gov, Protective-serv,0,0,50,39, United-States,1
43, Male, White, Married-civ-spouse,0, Husband,174524, HS-grad,9, Private, Machine-op-inspct,0,0,40,39, United-States,1
44, Male, Black, Married-civ-spouse,0, Husband,443040, HS-grad,9, Private, Handlers-cleaners,0,0,40,39, United-States,0
39, Male, White, Married-civ-spouse,0, Husband,25803, Some-college,10, Private, Sales,0,0,55,39, United-States,0
52, Male, White, Divorced,1, Not-in-family,31460, HS-grad,9, Private, Other-service,0,0,38,39, United-States,0
50, Male, Black, Married-civ-spouse,0, Husband,260579, HS-grad,9, ?, ?,0,0,40,39, United-States,0
50, Male, White, Married-civ-spouse,0, Husband,174655, Some-college,10, Private, Sales,0,0,45,39, United-States,1
34, Male, White, Married-civ-spouse,0, Husband,204461, Doctorate,16, Private, Prof-specialty,0,0,60,39, United-States,1
32, Female, White, Married-civ-spouse,5, Wife,127610, Bachelors,13, Private, Prof-specialty,0,1902,32,39, United-States,1
61, Male, White, Married-civ-spouse,0, Husband,136787, Some-college,10, Federal-gov, Adm-clerical,0,0,40,39, United-States,1
35, Male, White, Married-civ-spouse,0, Husband,30916, HS-grad,9, Private, Transport-moving,0,0,50,39, United-States,1
30, Male, White, Divorced,1, Not-in-family,148959, Some-college,10, Self-emp-not-inc, Craft-repair,0,0,35,39, United-States,0
23, Female, White, Never-married,2, Other-relative,122048, HS-grad,9, Private, Machine-op-inspct,0,0,40,39, United-States,0
42, Male, White, Married-civ-spouse,0, Husband,175526, HS-grad,9, Private, Machine-op-inspct,0,0,40,39, United-States,0
56, Male, White, Married-civ-spouse,0, Husband,157749, Some-college,10, Private, Farming-fishing,0,0,60,39, United-States,1
34, Male, White, Never-married,3, Own-child,111567, HS-grad,9, Private, Transport-moving,0,0,40,39, United-States,0
47, Male, White, Married-civ-spouse,0, Husband,185385, HS-grad,9, Private, Prof-specialty,5013,0,24,39, United-States,0
17, Female, White, Never-married,3, Own-child,244589, 11th,7, Private, Sales,0,0,40,39, United-States,0
41, Male, White, Divorced,3, Own-child,115411, Some-college,10, Private, Sales,2174,0,45,39, United-States,0
24, Female, White, Never-married,1, Not-in-family,197666, Bachelors,13, Private, Exec-managerial,0,0,40,39, United-States,0
37, Female, White, Divorced,4, Unmarried,281751, Some-college,10, Private, Other-service,0,0,30,39, United-States,0
37, Male, White, Separated,4, Unmarried,86459, Assoc-acdm,12, Self-emp-inc, Exec-managerial,0,0,50,39, United-States,0
63, Male, White, Married-civ-spouse,0, Husband,172740, Some-college,10, Private, Prof-specialty,0,0,40,39, United-States,0
23, Female, White, Divorced,1, Not-in-family,214227, Assoc-voc,11, Private, Adm-clerical,0,0,30,39, United-States,0
27, Male, White, Never-married,3, Own-child,273929, HS-grad,9, Local-gov, Farming-fishing,0,0,40,39, United-States,0
53, Female, White, Married-civ-spouse,5, Wife,205005, Bachelors,13, Local-gov, Prof-specialty,0,0,60,39, United-States,1
72, Male, White, Married-civ-spouse,0, Husband,144515, Doctorate,16, Local-gov, Exec-managerial,0,1258,40,39, United-States,0
34, Male, White, Separated,4, Unmarried,102858, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,0
33, Female, White, Divorced,4, Unmarried,118551, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,0
42, Male, White, Divorced,4, Unmarried,153132, Bachelors,13, Private, Sales,0,0,45,0, ?,0
30, Female, White, Separated,1, Not-in-family,73796, Bachelors,13, Local-gov, Prof-specialty,0,0,40,39, United-States,0
75, Male, White, Married-civ-spouse,0, Husband,187424, HS-grad,9, Private, Craft-repair,0,0,20,39, United-States,0
26, Male, White, Married-civ-spouse,0, Husband,188626, HS-grad,9, Private, Craft-repair,0,0,48,39, United-States,0
47, Male, White, Married-civ-spouse,0, Husband,80282, Doctorate,16, State-gov, Prof-specialty,0,0,45,39, United-States,0
35, Male, White, Married-civ-spouse,0, Husband,189092, Bachelors,13, Private, Exec-managerial,0,0,40,39, United-States,1
50, Female, White, Divorced,4, Unmarried,307392, Masters,14, State-gov, Prof-specialty,0,0,40,39, United-States,0
17, Male, White, Never-married,3, Own-child,263746, 10th,6, Private, Other-service,0,0,24,39, United-States,0
26, Male, Black, Married-civ-spouse,0, Husband,141838, Bachelors,13, State-gov, Exec-managerial,0,0,40,39, United-States,1
42, Male, White, Divorced,1, Not-in-family,303155, Assoc-acdm,12, Private, Adm-clerical,0,0,40,39, United-States,0
24, Male, White, Never-married,1, Not-in-family,390348, HS-grad,9, Private, Transport-moving,0,0,40,39, United-States,0
33, Female, White, Married-civ-spouse,5, Wife,183923, Masters,14, Local-gov, Prof-specialty,7688,0,35,39, United-States,1
29, Male, White, Never-married,4, Unmarried,277323, HS-grad,9, Local-gov, Protective-serv,0,0,45,39, United-States,0
57, Male, White, Married-civ-spouse,0, Husband,153918, HS-grad,9, Private, Transport-moving,0,0,40,39, United-States,0
38, Male, White, Married-civ-spouse,0, Husband,111377, Some-college,10, Private, Exec-managerial,0,0,55,39, United-States,0
46, Male, White, Married-civ-spouse,0, Husband,145290, Some-college,10, Private, Craft-repair,0,0,40,39, United-States,0
19, Male, White, Never-married,1, Not-in-family,258470, HS-grad,9, Private, Handlers-cleaners,0,0,40,39, United-States,0
30, Female, White, Never-married,1, Not-in-family,159442, HS-grad,9, Private, Other-service,0,0,40,21, Ireland,0
30, Female, Black, Never-married,4, Unmarried,303485, Some-college,10, Local-gov, Transport-moving,0,0,40,39, United-States,0
37, Female, White, Married-civ-spouse,5, Wife,99151, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,1
24, Female, Amer-Indian-Eskimo, Divorced,4, Unmarried,19410, HS-grad,9, Private, Sales,0,0,48,39, United-States,0
25, Male, White, Never-married,1, Not-in-family,31350, HS-grad,9, Private, Handlers-cleaners,0,0,60,9, England,0
50, Male, White, Divorced,1, Not-in-family,197054, Prof-school,15, Self-emp-not-inc, Sales,0,0,50,39, United-States,1
18, Female, Amer-Indian-Eskimo, Never-married,2, Other-relative,40829, 11th,7, Private, Sales,0,0,25,39, United-States,0
26, Male, White, Married-civ-spouse,0, Husband,104746, HS-grad,9, Private, Craft-repair,5013,0,60,39, United-States,0
27, Male, Asian-Pac-Islander, Married-civ-spouse,0, Husband,292472, Some-college,10, Private, Prof-specialty,0,0,40,1, Cambodia,1
28, Male, White, Married-civ-spouse,0, Husband,293926, HS-grad,9, Private, Craft-repair,0,1740,30,39, United-States,0
21, Male, White, Never-married,3, Own-child,253190, Some-college,10, ?, ?,0,0,48,39, United-States,0
42, Male, White, Never-married,1, Not-in-family,296798, 11th,7, Federal-gov, Tech-support,0,1340,40,39, United-States,0
69, Female, White, Widowed,1, Not-in-family,203313, HS-grad,9, Private, Other-service,991,0,18,39, United-States,0
39, Female, White, Never-married,1, Not-in-family,191002, HS-grad,9, Private, Sales,0,0,40,31, Poland,0
33, Female, White, Never-married,4, Unmarried,323619, Some-college,10, Private, Adm-clerical,0,0,40,39, United-States,0
34, Male, White, Married-civ-spouse,0, Husband,117963, Prof-school,15, Private, Prof-specialty,0,0,50,39, United-States,1
18, Male, White, Never-married,3, Own-child,141918, HS-grad,9, Private, Handlers-cleaners,0,0,22,39, United-States,0
46, Female, Black, Never-married,4, Unmarried,227310, Some-college,10, Federal-gov, Adm-clerical,0,0,40,39, United-States,0
40, Male, Asian-Pac-Islander, Married-civ-spouse,0, Husband,173858, 7th-8th,4, Private, Other-service,0,0,42,1, Cambodia,0
42, Male, White, Married-civ-spouse,0, Husband,96524, Bachelors,13, Self-emp-not-inc, Sales,0,0,40,39, United-States,1
36, Male, White, Married-civ-spouse,0, Husband,180667, HS-grad,9, Private, Craft-repair,0,1887,60,39, United-States,1
72, Female, White, Widowed,1, Not-in-family,106890, Assoc-voc,11, Private, Adm-clerical,0,0,40,39, United-States,0
39, Male, White, Married-civ-spouse,0, Husband,99146, Masters,14, Private, Prof-specialty,0,0,40,0, ?,1
63, Male, White, Married-civ-spouse,0, Husband,310396, 9th,5, ?, ?,5178,0,40,39, United-States,1
18, Female, White, Never-married,3, Own-child,266287, Some-college,10, ?, ?,0,0,25,39, United-States,0
30, Female, Black, Never-married,1, Not-in-family,180283, HS-grad,9, State-gov, Other-service,0,0,40,39, United-States,0
79, Male, White, Married-civ-spouse,0, Husband,120707, Doctorate,16, Private, Prof-specialty,20051,0,35,8, El-Salvador,1
53, Male, White, Married-civ-spouse,0, Husband,101017, HS-grad,9, Self-emp-not-inc, Exec-managerial,0,0,35,39, United-States,0
57, Female, White, Divorced,1, Not-in-family,155259, Some-college,10, ?, ?,0,0,40,39, United-States,0
80, Male, White, Married-civ-spouse,0, Husband,184335, 7th-8th,4, Self-emp-not-inc, Farming-fishing,0,0,30,39, United-States,0
26, Male, White, Divorced,2, Other-relative,33610, HS-grad,9, Private, Other-service,0,0,40,39, United-States,0
38, Male, White, Married-civ-spouse,0, Husband,169672, HS-grad,9, Private, Exec-managerial,0,0,40,39, United-States,0
22, Male, White, Never-married,3, Own-child,215477, Some-college,10, Private, Transport-moving,0,0,40,39, United-States,0
59, Female, White, Never-married,1, Not-in-family,154100, Masters,14, Private, Sales,27828,0,45,39, United-States,1
38, Male, White, Married-civ-spouse,0, Husband,34180, Some-college,10, State-gov, Exec-managerial,0,0,40,39, United-States,0
43, Female, Black, Divorced,1, Not-in-family,91949, HS-grad,9, Private, Machine-op-inspct,0,0,40,39, United-States,0
42, Female, Black, Divorced,4, Unmarried,65950, HS-grad,9, Federal-gov, Adm-clerical,0,0,40,39, United-States,0
26, Male, White, Married-civ-spouse,0, Husband,182308, Some-college,10, Private, Prof-specialty,0,0,40,39, United-States,0
25, Male, White, Never-married,3, Own-child,304032, HS-grad,9, Private, Adm-clerical,0,0,36,39, United-States,0
53, Male, White, Separated,1, Not-in-family,187830, Assoc-voc,11, Self-emp-not-inc, Craft-repair,0,0,40,31, Poland,0
32, Male, Amer-Indian-Eskimo, Married-civ-spouse,0, Husband,27939, Some-college,10, Self-emp-not-inc, Sales,0,0,60,39, United-States,0
52, Male, White, Divorced,1, Not-in-family,186272, HS-grad,9, Private, Sales,0,0,40,39, United-States,0
22, Male, Black, Never-married,3, Own-child,315524, Some-college,10, Private, Adm-clerical,0,0,30,6, Dominican-Republic,0
34, Male, White, Divorced,3, Own-child,182691, HS-grad,9, Private, Exec-managerial,0,0,44,39, United-States,0
21, Male, White, Married-civ-spouse,0, Husband,163870, 10th,6, Private, Other-service,3908,0,40,39, United-States,0
57, Male, White, Married-civ-spouse,0, Husband,35561, HS-grad,9, Self-emp-not-inc, Farming-fishing,0,0,60,39, United-States,1
19, Female, White, Never-married,1, Not-in-family,185097, HS-grad,9, Private, Handlers-cleaners,0,0,37,39, United-States,0
18, Female, White, Never-married,3, Own-child,171964, HS-grad,9, ?, ?,0,1602,20,39, United-States,0
28, Male, White, Married-civ-spouse,0, Husband,57066, HS-grad,9, Private, Transport-moving,0,0,40,39, United-States,0
20, Female, White, Never-married,3, Own-child,170091, Some-college,10, Private, Adm-clerical,0,0,10,39, United-States,0
35, Male, White, Married-civ-spouse,0, Husband,140564, Bachelors,13, Private, Sales,0,0,40,39, United-States,1
72, Male, White, Divorced,1, Not-in-family,271352, 10th,6, ?, ?,0,0,12,39, United-States,0
40, Male, White, Married-civ-spouse,0, Husband,204235, Masters,14, Self-emp-not-inc, Exec-managerial,99999,0,50,39, United-States,1
39, Female, White, Never-married,1, Not-in-family,22494, Bachelors,13, Private, Exec-managerial,0,0,40,39, United-States,0
34, Male, White, Married-civ-spouse,0, Husband,181091, Bachelors,13, Private, Exec-managerial,0,1977,45,39, United-States,1
45, Female, White, Separated,1, Not-in-family,32186, Bachelors,13, State-gov, Prof-specialty,0,0,40,39, United-States,0
35, Male, White, Married-civ-spouse,0, Husband,184659, HS-grad,9, State-gov, Craft-repair,0,1485,40,39, United-States,1
73, Female, White, Widowed,4, Unmarried,220019, 9th,5, Private, Other-service,0,0,9,39, United-States,0
32, Male, White, Never-married,2, Other-relative,286675, Some-college,10, Private, Exec-managerial,0,0,40,39, United-States,0
49, Female, White, Married-civ-spouse,5, Wife,169180, 7th-8th,4, Private, Machine-op-inspct,0,0,40,17, Hong,0
53, Male, White, Married-civ-spouse,0, Husband,134854, Assoc-voc,11, Self-emp-inc, Exec-managerial,0,0,40,12, Greece,1
40, Male, White, Married-civ-spouse,0, Husband,225193, HS-grad,9, Private, Handlers-cleaners,0,0,63,39, United-States,0
47, Female, Black, Divorced,1, Not-in-family,217161, HS-grad,9, Private, Other-service,0,0,14,39, United-States,0
45, Male, White, Married-civ-spouse,0, Husband,101299, Doctorate,16, State-gov, Prof-specialty,0,0,40,39, United-States,1
51, Male, White, Never-married,1, Not-in-family,94081, HS-grad,9, Private, Craft-repair,0,0,40,39, United-States,1
22, Male, White, Never-married,3, Own-child,375422, Bachelors,13, Self-emp-inc, Adm-clerical,0,0,40,35, South,0
34, Female, White, Divorced,4, Unmarried,136997, HS-grad,9, Private, Adm-clerical,0,0,35,39, United-States,0
27, Female, White, Never-married,1, Not-in-family,158647, Some-college,10, Private, Adm-clerical,0,0,40,39, United-States,0
46, Male, White, Married-civ-spouse,0, Husband,148995, HS-grad,9, Private, Sales,0,0,40,39, United-States,1
38, Male, White, Divorced,1, Not-in-family,64875, HS-grad,9, Self-emp-not-inc, Farming-fishing,0,0,50,39, United-States,0
42, Male, White, Married-civ-spouse,0, Husband,220647, Bachelors,13, Self-emp-not-inc, Farming-fishing,0,0,45,39, United-States,0
25, Female, White, Never-married,3, Own-child,189219, Bachelors,13, Private, Tech-support,0,0,16,39, United-States,0
39, Female, Asian-Pac-Islander, Never-married,3, Own-child,63910, Some-college,10, Private, Adm-clerical,0,0,40,39, United-States,0
43, Male, Black, Separated,1, Not-in-family,118001, 7th-8th,4, Private, Farming-fishing,0,0,40,39, United-States,0
45, Male, White, Married-civ-spouse,0, Husband,112362, 10th,6, Private, Sales,0,0,40,39, United-States,0
59, Male, White, Divorced,1, Not-in-family,223131, HS-grad,9, Self-emp-not-inc, Exec-managerial,0,0,60,39, United-States,0
45, Female, White, Divorced,1, Not-in-family,270842, Some-college,10, Private, Other-service,0,0,40,39, United-States,0
50, Male, Black, Married-civ-spouse,0, Husband,343014, Some-college,10, Federal-gov, Exec-managerial,0,0,40,39, United-States,0
32, Male, White, Married-civ-spouse,0, Husband,329993, Some-college,10, Private, Transport-moving,0,0,50,39, United-States,0
76, Male, White, Married-civ-spouse,0, Husband,28221, HS-grad,9, ?, ?,0,0,40,2, Canada,1
51, Male, White, Divorced,1, Not-in-family,123429, Assoc-acdm,12, Private, Tech-support,0,0,30,39, United-States,0
53, Male, White, Never-married,4, Unmarried,35295, Bachelors,13, Self-emp-not-inc, Sales,0,0,60,39, United-States,1
45, Male, White, Married-civ-spouse,0, Husband,77764, Assoc-acdm,12, Private, Craft-repair,0,0,40,39, United-States,0
22, Female, White, Never-married,2, Other-relative,213902, 5th-6th,3, Private, Priv-house-serv,0,0,40,8, El-Salvador,0
50, Male, White, Married-civ-spouse,0, Husband,119099, Some-college,10, Self-emp-inc, Exec-managerial,0,0,99,39, United-States,1
41, Male, White, Married-civ-spouse,0, Husband,104892, Masters,14, Private, Exec-managerial,0,0,40,39, United-States,1
49, Male, White, Married-civ-spouse,0, Husband,181307, Prof-school,15, Self-emp-not-inc, Prof-specialty,15024,0,65,39, United-States,1
23, Female, White, Divorced,4, Unmarried,134997, HS-grad,9, Private, Other-service,0,0,80,39, United-States,0
29, Female, Black, Never-married,4, Unmarried,419721, HS-grad,9, Private, Other-service,0,0,40,24, Japan,0
43, Male, White, Married-civ-spouse,0, Husband,155106, Bachelors,13, Federal-gov, Handlers-cleaners,0,0,53,39, United-States,0
24, Female, White, Married-spouse-absent,3, Own-child,234640, HS-grad,9, Private, Sales,0,0,36,39, United-States,0
67, Male, White, Married-civ-spouse,0, Husband,168370, Some-college,10, Self-emp-inc, Sales,0,0,40,39, United-States,0
59, Male, White, Married-civ-spouse,0, Husband,227386, 10th,6, Private, Craft-repair,0,0,40,39, United-States,0
25, Male, White, Never-married,3, Own-child,120268, Bachelors,13, Private, Prof-specialty,0,0,70,39, United-States,0
18, Male, Amer-Indian-Eskimo, Never-married,3, Own-child,194897, HS-grad,9, Private, Handlers-cleaners,0,0,40,39, United-States,0
39, Male, White, Married-civ-spouse,0, Husband,245053, Bachelors,13, Private, Prof-specialty,0,0,50,39, United-States,1
44, Male, White, Married-civ-spouse,0, Husband,120057, Assoc-acdm,12, Private, Exec-managerial,4386,0,45,39, United-States,1
40, Male, White, Married-civ-spouse,0, Husband,132222, HS-grad,9, Self-emp-inc, Exec-managerial,0,0,40,39, United-States,0
26, Male, White, Never-married,3, Own-child,102476, Bachelors,13, Private, Adm-clerical,0,0,25,39, United-States,0
46, Male, White, Married-civ-spouse,0, Husband,276087, HS-grad,9, Private, Sales,5013,0,50,39, United-States,0
17, Female, White, Never-married,3, Own-child,41643, 11th,7, ?, ?,0,0,15,39, United-States,0
29, Female, White, Never-married,3, Own-child,351324, Bachelors,13, Private, Sales,0,0,40,39, United-States,0
43, Male, White, Married-civ-spouse,0, Husband,347653, Some-college,10, Private, Prof-specialty,0,0,48,39, United-States,1
60, Female, White, Divorced,1, Not-in-family,358893, Bachelors,13, State-gov, Prof-specialty,0,2339,40,39, United-States,0
53, Male, White, Married-civ-spouse,0, Husband,199665, Bachelors,13, ?, ?,0,0,30,39, United-States,1
36, Female, White, Married-civ-spouse,5, Wife,135416, Some-college,10, Self-emp-not-inc, Other-service,0,0,50,39, United-States,0
42, Male, White, Married-civ-spouse,0, Husband,120277, Masters,14, Self-emp-inc, Exec-managerial,0,0,40,39, United-States,1
28, Male, White, Divorced,1, Not-in-family,87239, HS-grad,9, Private, Transport-moving,0,0,50,39, United-States,0
44, Male, White, Married-civ-spouse,0, Husband,172032, HS-grad,9, Private, Transport-moving,0,0,40,39, United-States,0
40, Male, White, Divorced,1, Not-in-family,34722, Some-college,10, Private, Transport-moving,0,0,48,39, United-States,1
22, Male, White, Married-civ-spouse,0, Husband,46561, Assoc-voc,11, Private, Machine-op-inspct,0,0,40,39, United-States,0
18, Male, Black, Never-married,3, Own-child,120544, 9th,5, Private, Other-service,0,0,15,39, United-States,0
33, Female, Black, Separated,1, Not-in-family,340332, Bachelors,13, Private, Exec-managerial,0,0,45,39, United-States,0
64, Male, White, Married-civ-spouse,0, Husband,161926, HS-grad,9, Federal-gov, Prof-specialty,0,0,8,39, United-States,0
59, Female, Black, Married-civ-spouse,5, Wife,172071, HS-grad,9, Private, Prof-specialty,0,0,38,23, Jamaica,0
74, Male, White, Married-civ-spouse,0, Husband,92298, Bachelors,13, Self-emp-not-inc, Exec-managerial,0,0,10,39, United-States,0
47, Male, Black, Married-civ-spouse,0, Husband,142581, Some-college,10, Federal-gov, Adm-clerical,0,0,40,39, United-States,1
34, Male, White, Married-civ-spouse,0, Husband,177675, Some-college,10, Self-emp-inc, Exec-managerial,0,0,65,39, United-States,1
54, Male, White, Married-civ-spouse,0, Husband,139703, Some-college,10, Private, Craft-repair,3103,0,40,11, Germany,1
58, Male, White, Married-civ-spouse,0, Husband,93664, HS-grad,9, Self-emp-not-inc, Exec-managerial,15024,0,60,39, United-States,1
47, Male, White, Married-civ-spouse,0, Husband,239321, Bachelors,13, Self-emp-inc, Sales,0,0,40,39, United-States,1
43, Male, White, Never-married,1, Not-in-family,177937, Bachelors,13, Private, Prof-specialty,0,0,40,0, ?,1
44, Male, White, Married-civ-spouse,0, Husband,209174, Bachelors,13, Private, Exec-managerial,0,0,70,39, United-States,1
19, Male, White, Never-married,1, Not-in-family,389942, HS-grad,9, Private, Sales,0,0,40,39, United-States,0
49, Male, White, Married-civ-spouse,0, Husband,99361, Prof-school,15, Private, Prof-specialty,0,0,45,39, United-States,0
25, Female, Asian-Pac-Islander, Never-married,1, Not-in-family,161478, Bachelors,13, Private, Prof-specialty,0,0,40,39, United-States,0
22, Female, White, Never-married,3, Own-child,231912, Assoc-voc,11, Private, Adm-clerical,0,0,37,39, United-States,0
49, Male, White, Married-civ-spouse,0, Husband,315998, Bachelors,13, Self-emp-inc, Exec-managerial,0,0,50,39, United-States,0
35, Male, White, Never-married,1, Not-in-family,341643, Bachelors,13, Private, Sales,0,0,55,39, United-States,0
72, Female, White, Widowed,1, Not-in-family,213255, HS-grad,9, ?, ?,0,0,8,39, United-States,0
58, Female, White, Divorced,2, Other-relative,205896, HS-grad,9, Private, Sales,0,0,40,39, United-States,0
27, Male, White, Never-married,1, Not-in-family,130856, Bachelors,13, ?, ?,0,0,40,39, United-States,0
36, Male, White, Married-civ-spouse,0, Husband,109133, HS-grad,9, Private, Craft-repair,0,0,40,39, United-States,0
23, Male, White, Never-married,1, Not-in-family,220993, HS-grad,9, Private, Sales,0,1590,48,39, United-States,0
42, Female, White, Separated,1, Not-in-family,179524, Bachelors,13, Private, Other-service,0,0,50,39, United-States,0
19, Male, White, Never-married,2, Other-relative,285750, HS-grad,9, Private, Handlers-cleaners,0,0,30,39, United-States,0
35, Male, White, Married-civ-spouse,0, Husband,350247, Prof-school,15, Self-emp-not-inc, Prof-specialty,0,0,50,39, United-States,1
36, Male, White, Married-civ-spouse,0, Husband,370767, HS-grad,9, Private, Prof-specialty,0,2377,60,39, United-States,0
36, Male, White, Never-married,3, Own-child,176101, Some-college,10, Private, Craft-repair,2174,0,60,39, United-States,0
41, Male, White, Married-civ-spouse,0, Husband,116391, Bachelors,13, Private, Handlers-cleaners,0,0,40,11, Germany,0
42, Male, White, Divorced,4, Unmarried,152676, 7th-8th,4, Private, Craft-repair,0,0,40,33, Puerto-Rico,0
42, Male, White, Married-civ-spouse,0, Husband,183765, Assoc-acdm,12, Self-emp-not-inc, Sales,0,0,40,0, ?,0
20, Male, White, Never-married,2, Other-relative,482732, HS-grad,9, Private, Adm-clerical,0,0,24,39, United-States,0
42, Male, White, Married-civ-spouse,0, Husband,175935, HS-grad,9, Private, Machine-op-inspct,0,0,40,39, United-States,0
36, Male, White, Never-married,1, Not-in-family,272950, Some-college,10, Private, Sales,0,0,50,39, United-States,0
51, Male, White, Married-civ-spouse,0, Husband,146767, Assoc-voc,11, Private, Prof-specialty,0,0,40,39, United-States,1
39, Male, White, Married-civ-spouse,0, Husband,241153, Masters,14, Self-emp-inc, Exec-managerial,0,0,50,39, United-States,0
51, Female, White, Divorced,1, Not-in-family,153908, Masters,14, Local-gov, Exec-managerial,0,0,40,39, United-States,0
54, Male, White, Married-civ-spouse,0, Husband,145714, HS-grad,9, Private, Tech-support,7688,0,25,39, United-States,1
29, Male, Other, Divorced,1, Not-in-family,242147, HS-grad,9, Federal-gov, Adm-clerical,0,0,45,39, United-States,0
40, Male, White, Married-civ-spouse,0, Husband,167081, Masters,14, Self-emp-not-inc, Sales,3103,0,50,39, United-States,0
27, Male, White, Never-married,1, Not-in-family,213152, Some-college,10, Private, Sales,0,0,40,39, United-States,0
35, Female, White, Never-married,1, Not-in-family,406051, Doctorate,16, Private, Prof-specialty,0,0,80,39, United-States,1
37, Male, White, Married-civ-spouse,0, Husband,129573, Doctorate,16, Federal-gov, Prof-specialty,0,0,72,0, ?,1
36, Male, White, Married-civ-spouse,0, Husband,52532, Doctorate,16, Local-gov, Prof-specialty,0,1887,50,39, United-States,1
23, Male, Black, Divorced,1, Not-in-family,250743, Some-college,10, Private, Adm-clerical,0,0,40,39, United-States,0
44, Male, White, Married-civ-spouse,0, Husband,36271, Bachelors,13, Private, Craft-repair,0,0,40,39, United-States,0
50, Female, Asian-Pac-Islander, Widowed,4, Unmarried,324506, HS-grad,9, Self-emp-not-inc, Exec-managerial,0,0,48,35, South,0
58, Male, White, Married-civ-spouse,0, Husband,197114, 11th,7, Private, Craft-repair,0,0,40,39, United-States,0
32, Male, White, Never-married,1, Not-in-family,216145, Some-college,10, Private, Craft-repair,4650,0,45,39, United-States,0
17, Female, White, Never-married,3, Own-child,93235, 12th,8, Private, Other-service,0,1721,25,39, United-States,0
